Domain,In-demand Industry Skill,Demand Level,Source
Data Science & Analytics,"Anna Zhao, Data Scientist",Moderate,WEF 2025
Data Science & Analytics,"Harshal Tijare, Data Analyst",Moderate,WEF 2025
Data Science & Analytics,"Akash Kaura, Staff Data Scientist, LinkedIn",Moderate,WEF 2025
Data Science & Analytics,"Ben Hanowell, Director of People Analytics",Moderate,WEF 2025
Emerging Technologies,"Dr. Mary Hayes, Director of Research",Moderate,WEF 2025
Emerging Technologies,"Jared Northup, Research Analyst",Moderate,WEF 2025
Emerging Technologies,"IAE Business School, Universidad Austral",Moderate,WEF 2025
Emerging Technologies,"Eduardo Fracchia, Director of Academic",Moderate,WEF 2025
Emerging Technologies,Department of Economics,Moderate,WEF 2025
Emerging Technologies,"Martin Calveira, Research Economist",Moderate,WEF 2025
Emerging Technologies,Australian Industry Group,Moderate,WEF 2025
Artificial Intelligence & Machine Learning,Bahrain Economic Development Board,Moderate,WEF 2025
Emerging Technologies,"Nada Al Saeed, Chief Strategy",Moderate,WEF 2025
Emerging Technologies,"Redha AlAnsari, Executive Director",Moderate,WEF 2025
Artificial Intelligence & Machine Learning,Bahrain Labour Fund (Tamkeen),Moderate,WEF 2025
Emerging Technologies,"Nada Deen, Executive Director, Sector Skills",Moderate,WEF 2025
Artificial Intelligence & Machine Learning,Development at Skills Bahrain,Moderate,WEF 2025
Emerging Technologies,"Fundação Dom Cabral, Innovation and",Moderate,WEF 2025
Emerging Technologies,Entrepreneurship Center,Moderate,WEF 2025
Emerging Technologies,"Carlos Arruda, Professor",Moderate,WEF 2025
Emerging Technologies,"Hugo Tadeu, Professor and Director",Moderate,WEF 2025
Emerging Technologies,"Miguel F. Costa, Researcher",Moderate,WEF 2025
Emerging Technologies,Asociación Nacional de Empresarios de,Moderate,WEF 2025
Data Science & Analytics,Colombia (ANDI),Moderate,WEF 2025
Emerging Technologies,"Imelda Restrepo, Director, Center for Economic",Moderate,WEF 2025
Emerging Technologies,"Paola Buendía García, Executive Vice President",Moderate,WEF 2025
Emerging Technologies,Education for Employment,Moderate,WEF 2025
Emerging Technologies,Education for Employment - Global,Moderate,WEF 2025
Emerging Technologies,"Houda Barakate, CEO, Education for Employment",Moderate,WEF 2025
Artificial Intelligence & Machine Learning,"Chaimaa Zaher, Partnership and Program",Moderate,WEF 2025
Emerging Technologies,"Coordinator, Education for Employment - Maroc",Moderate,WEF 2025
Emerging Technologies,"Sarah Gomaa, Partnerships and Job Placement",Moderate,WEF 2025
Emerging Technologies,"Officer, Education for Employment - Egypt",Moderate,WEF 2025
Emerging Technologies,"Menna Muhammed, Partnerships and Job",Moderate,WEF 2025
Emerging Technologies,"Placement Associate, Education for Employment –",Moderate,WEF 2025
Soft & Employability Skills,European Association for People Management,Moderate,WEF 2025
Emerging Technologies,"Berna Öztinaz, President",Moderate,WEF 2025
Emerging Technologies,CEO at NOCA,Moderate,WEF 2025
Emerging Technologies,"Rebecca Normand, Head of EAPM Secretariat",Moderate,WEF 2025
Soft & Employability Skills,"Dana Cavaleru, Executive Director, HR Management",Moderate,WEF 2025
Emerging Technologies,Club Romania,Moderate,WEF 2025
Emerging Technologies,"Egypt, Arab Rep.",Moderate,WEF 2025
Emerging Technologies,"Mohamed Hosny, Economist",Moderate,WEF 2025
Emerging Technologies,"Ahmed Maged, Field Researcher",Moderate,WEF 2025
Emerging Technologies,"Hossam Khater, Field Researcher",Moderate,WEF 2025
Emerging Technologies,"Mohamed Khater, Field Researcher",Moderate,WEF 2025
Emerging Technologies,The Confederation of Indian Industry (CII),Moderate,WEF 2025
Emerging Technologies,"Sougata Roy Choudhury, Executive Director",Moderate,WEF 2025
Data Science & Analytics,"Kabir Krishna, Deputy Director",Moderate,WEF 2025
Soft & Employability Skills,"Ravinder, Manager",Moderate,WEF 2025
Emerging Technologies,"Anuradha Nirwan, Executive Officer",Moderate,WEF 2025
Emerging Technologies,Survey Partners,Moderate,WEF 2025
Emerging Technologies,International Association of Ports and Harbors,Moderate,WEF 2025
Emerging Technologies,"Patrick Verhoeven, managing director",Moderate,WEF 2025
Software Engineering,"Nick Blackmore, director business development",Moderate,WEF 2025
Data Science & Analytics,"Fabienne Van Loo, membership outreach and",Moderate,WEF 2025
Soft & Employability Skills,Europe office manager,Moderate,WEF 2025
Data Science & Analytics,"Avraham Fleishon, Head of Data, JDC-Tevet",Moderate,WEF 2025
Soft & Employability Skills,"Sapir Yany, Project Manager, NGG",Moderate,WEF 2025
Software Engineering,"Development, NGG",Moderate,WEF 2025
Emerging Technologies,Waseda University,Moderate,WEF 2025
Emerging Technologies,"Jusuke JJ Ikegami, Professor",Moderate,WEF 2025
Emerging Technologies,"Mitsuyo Tsubayama, Coordinator",Moderate,WEF 2025
Emerging Technologies,"Shoko Miya, Coordinator",Moderate,WEF 2025
Emerging Technologies,Center for Strategic Initiatives LPP,Moderate,WEF 2025
Artificial Intelligence & Machine Learning,"Olzhas Khudaibergenov, Senior Partner",Moderate,WEF 2025
Soft & Employability Skills,"Kamilya Suleimenova, Project Manager",Moderate,WEF 2025
Emerging Technologies,"Maryam Galyamova, Senior Consultant",Moderate,WEF 2025
Emerging Technologies,"Anel Rakhimova, Consultant",Moderate,WEF 2025
Emerging Technologies,"Akku Bakisheva, Senior Consultant",Moderate,WEF 2025
Emerging Technologies,Latvia and Lithuania,Moderate,WEF 2025
Emerging Technologies,ERDA Group,Moderate,WEF 2025
Emerging Technologies,"Zane Čulkstēna, Founder and Business Partner",Moderate,WEF 2025
Emerging Technologies,"Katya Leidmane, Executive Director",Moderate,WEF 2025
Emerging Technologies,"Inese Jeļisejeva, Project Assistant",Moderate,WEF 2025
Emerging Technologies,"Aušra Bytautienė, Director, Personalo valdymo",Moderate,WEF 2025
Emerging Technologies,"Jurgita Lemešiūtė, Managing Partner, PeopleLink",Moderate,WEF 2025
Emerging Technologies,Instituto Mexicano para la Competitividad -,Moderate,WEF 2025
Emerging Technologies,"Valeria Moy, General Director",Moderate,WEF 2025
Software Engineering,"Ivania Mazari, Program Manager",Moderate,WEF 2025
Emerging Technologies,"Amsterdam Centre for Business Innovation,",Moderate,WEF 2025
Emerging Technologies,University of Amsterdam,Moderate,WEF 2025
Emerging Technologies,Dr. Rick Hollen,Moderate,WEF 2025
Emerging Technologies,"Raoul Breij, MSc",Moderate,WEF 2025
Emerging Technologies,Foundation for the Advancement of Economics,Moderate,WEF 2025
Emerging Technologies,"Aleksandar Radivojević, Research Coordinator",Moderate,WEF 2025
Emerging Technologies,"Dejan Molnar, Director",Moderate,WEF 2025
Emerging Technologies,Institute for Economic Research,Moderate,WEF 2025
Emerging Technologies,"Dr Tjaša Bartolj, Researcher",Moderate,WEF 2025
Emerging Technologies,"Sonja Uršič, Researcher",Moderate,WEF 2025
Emerging Technologies,Harambee Youth Employment Accelerator,Moderate,WEF 2025
Emerging Technologies,"Victoria Duncan, Head, Research and Evidence",Moderate,WEF 2025
Emerging Technologies,"Rob Urquhart, Strategy, Research and Evidence",Moderate,WEF 2025
Emerging Technologies,Asociación Española de Direccion y Desarrollo,Moderate,WEF 2025
Emerging Technologies,"Roser Segarra, President",Moderate,WEF 2025
Emerging Technologies,"Roger Iliterasriera, Board Member",Moderate,WEF 2025
Emerging Technologies,"Sergi Riau, Board Member",Moderate,WEF 2025
Emerging Technologies,"Susana Gutierrez, Board Member",Moderate,WEF 2025
Emerging Technologies,Chulalongkorn University,Moderate,WEF 2025
Emerging Technologies,"Wilert Puriwat, President",Moderate,WEF 2025
Emerging Technologies,"Kanyarat (Lek) Sanoran, Associate Professor",Moderate,WEF 2025
Emerging Technologies,"Nat Kulvanich, Assistant Professor",Moderate,WEF 2025
Emerging Technologies,IACE (Institut Arabe des Chefs d’Entreprise),Moderate,WEF 2025
Emerging Technologies,"Majdi Hassen, Executive Director",Moderate,WEF 2025
Emerging Technologies,"TÜSIAD, Sabanci University Competitivness",Moderate,WEF 2025
Emerging Technologies,Forum - REF,Moderate,WEF 2025
Emerging Technologies,"Esra Durceylan Kaygusuz, Assistant Professor of",Moderate,WEF 2025
Emerging Technologies,"Economics, Sabancı University, Forum director",Moderate,WEF 2025
Emerging Technologies,"Sezen Uğurlu Sum, Competitiveness Forum Project",Moderate,WEF 2025
Emerging Technologies,Talentnet Corporation,Moderate,WEF 2025
Emerging Technologies,"Trinh Tieu, Founder & CEO",Moderate,WEF 2025
Emerging Technologies,"Ha Nguyen, Chief Marketing & Customer",Moderate,WEF 2025
Emerging Technologies,Experience Officer,Moderate,WEF 2025
Emerging Technologies,"Khanh Nguyen, Associate Marketing Director",Moderate,WEF 2025
Emerging Technologies,"Huy Le, Senior Marketing Specialist",Moderate,WEF 2025
Emerging Technologies,Westminster International University in Tashkent,Moderate,WEF 2025
Emerging Technologies,"Bakhrom Mirkasimov, Deputy Rector,",Moderate,WEF 2025
Data Science & Analytics,"Nargiza Kabilova, Research Assistant",Moderate,WEF 2025
Emerging Technologies,"Nilufar Abduvalieva, Research Assistant",Moderate,WEF 2025
Emerging Technologies,Professional and Lifelong Education,Moderate,WEF 2025
Soft & Employability Skills,National Competitiveness Commission,Moderate,WEF 2025
Emerging Technologies,"Phillip Phiri, Executive Director",Moderate,WEF 2025
Emerging Technologies,"Brighton Shayanewako, Director, Competitiveness",Moderate,WEF 2025
Soft & Employability Skills,"Douglas Muzimba, Manager, International",Moderate,WEF 2025
Emerging Technologies,"Munyaradzi Muchemwa, Economist",Moderate,WEF 2025
Emerging Technologies,"Elizabeth Magwaza, Economist",Moderate,WEF 2025
Emerging Technologies,Jobs Survey:,Moderate,WEF 2025
Soft & Employability Skills,Asociatia HR Management Club (HR Club),Moderate,WEF 2025
Emerging Technologies,Associação Portuguesa De Gestão Das,Moderate,WEF 2025
Emerging Technologies,Pessoas (APG),Moderate,WEF 2025
Emerging Technologies,Associazione Italiana Per La Direzione Del,Moderate,WEF 2025
Artificial Intelligence & Machine Learning,Personale (AIDP),Moderate,WEF 2025
Emerging Technologies,Deutsche Gesellschaft Für Personalführung,Moderate,WEF 2025
Emerging Technologies,HR Norge,Moderate,WEF 2025
Emerging Technologies,Indonesia Ministry of Planning,Moderate,WEF 2025
Soft & Employability Skills,Indonesian Chamber of Commerce And Industry,Moderate,WEF 2025
Emerging Technologies,International Women in Mining (IWIM),Moderate,WEF 2025
Emerging Technologies,Network of Corporate Academies (NOCA),Moderate,WEF 2025
Emerging Technologies,Personalo Valdymo Profesionalu Asociacija,Moderate,WEF 2025
Artificial Intelligence & Machine Learning,Humaines (HR Swiss),Moderate,WEF 2025
Emerging Technologies,Türkiye İnsan Yönetimi Derneği (PERYÖN),Moderate,WEF 2025
Emerging Technologies,Adecco Group,Moderate,WEF 2025
Artificial Intelligence & Machine Learning,African Rainbow Minerals,Moderate,WEF 2025
Emerging Technologies,Al Dabbagh Group Holding,Moderate,WEF 2025
Artificial Intelligence & Machine Learning,Al Futtaim Private Company,Moderate,WEF 2025
Emerging Technologies,AMTD Group,Moderate,WEF 2025
Emerging Technologies,Apparel Group,Moderate,WEF 2025
Emerging Technologies,Bajaj Group,Moderate,WEF 2025
Emerging Technologies,Banco Bradesco,Moderate,WEF 2025
Emerging Technologies,Banco BTG Pactual,Moderate,WEF 2025
Emerging Technologies,Bank of America,Moderate,WEF 2025
Emerging Technologies,Bank of Montreal,Moderate,WEF 2025
Emerging Technologies,Barclays Bank,Moderate,WEF 2025
Emerging Technologies,Bridas Energy Holding,Moderate,WEF 2025
Emerging Technologies,BHP Group,Moderate,WEF 2025
Data Science & Analytics,Bill & Melinda Gates Foundation,Moderate,WEF 2025
Emerging Technologies,BRANDi and Companies,Moderate,WEF 2025
Emerging Technologies,Capital A Berhad,Moderate,WEF 2025
Software Engineering,Check Point Software Technologies,Moderate,WEF 2025
Emerging Technologies,Cisco Systems,Moderate,WEF 2025
Emerging Technologies,Crescent Enterprises,Moderate,WEF 2025
Emerging Technologies,Crescent Group,Moderate,WEF 2025
Emerging Technologies,CVC Capital Partners,Moderate,WEF 2025
Emerging Technologies,Daniel J. Edelman,Moderate,WEF 2025
Emerging Technologies,Dassault Systèmes,Moderate,WEF 2025
Emerging Technologies,Dell Technologies,Moderate,WEF 2025
Emerging Technologies,Deutsche Bank,Moderate,WEF 2025
Emerging Technologies,Dogan Şirketler Grubu Holding,Moderate,WEF 2025
Emerging Technologies,Dotlumen SRL,Moderate,WEF 2025
Emerging Technologies,DP World,Moderate,WEF 2025
Emerging Technologies,Educational Testing Services,Moderate,WEF 2025
Emerging Technologies,Egon Zehnder,Moderate,WEF 2025
Software Engineering,Entri Software,Moderate,WEF 2025
Emerging Technologies,Eurasian Group,Moderate,WEF 2025
Emerging Technologies,Flora Food Group,Moderate,WEF 2025
Emerging Technologies,Giftolexia Solutions,Moderate,WEF 2025
Emerging Technologies,Glean Technologies,Moderate,WEF 2025
Emerging Technologies,Grupo Mariposa-Apex,Moderate,WEF 2025
Emerging Technologies,Grupo Salinas,Moderate,WEF 2025
Emerging Technologies,Hackensack Meridian Health,Moderate,WEF 2025
Emerging Technologies,Heidrick & Struggles,Moderate,WEF 2025
Emerging Technologies,Henry Schein,Moderate,WEF 2025
Emerging Technologies,Hewlett Packard Enterprise,Moderate,WEF 2025
Emerging Technologies,Holtzbrinck Publishing Group,Moderate,WEF 2025
Emerging Technologies,HSBC Holdings,Moderate,WEF 2025
Emerging Technologies,IBM Corporation,Moderate,WEF 2025
Artificial Intelligence & Machine Learning,Indiavidual Learning,Moderate,WEF 2025
Emerging Technologies,Indorama Ventures,Moderate,WEF 2025
Emerging Technologies,Indus Group,Moderate,WEF 2025
Emerging Technologies,INGKA GROUP I IKEA,Moderate,WEF 2025
Emerging Technologies,Intel Corporation,Moderate,WEF 2025
Emerging Technologies,Intercorp Peru,Moderate,WEF 2025
Emerging Technologies,Itaú Unibanco,Moderate,WEF 2025
